Title,Company,Location,Salary,Salary Type,Fit Score,Response Probability,Missing Skills,Verdict,URL
Senior Data Scientist – Anti-Cheat / Anti-Fraud (Deep Learning),A5 Labs,European Union (Remote),$80/hr - $90/hr,hourly,65,25,Anti-fraud/anti-cheat domain experience | Transformer-based models | Trust & Safety background | Security-related ML applications | Transactional/financial fraud detection | Adversarial pattern detection in gaming/fraud context,"Apply only if genuinely interested in pivoting domains, as the technical skills are strong but the fraud/security experience gap is significant for a senior role.",https://www.linkedin.com/jobs/view/4382022271/?eBP=CwEAAAGdU_YbdP_mp-IOG2PhVM1LH5ikrH4Z5udZechmj8Ihbb4mdRj_3oJO18aBJRjn7Ln6vLO3E76sKG816f2p8cUL-7NIq0scjc5rGUnpsZ1khLuo_wIPejvWXW5uw-WVaj-4QNT297YDWlx62bQUmnEEJ5hSMB7UNR-JcRPkZFx8_vn--3CTDJw2wwPorj-3LfIBb4HHbKuGzecvrXkJi0JPEOGxZHFumr20VTUq4x6mrWQ8bnbQKDAVPiDm33ujQuVz7b-WK6JwQNrjbDgsCsci7GmciQFQwLSNVnonKGqNeG2eBXjL_9J9b6qpI4wBMpse3xEAT2e0V_lx1uVUG9cqw05gzgfH-3jf9MQltYg5Y1wJzujoNO_BO5DvuIZiFAoZH8lRblW4uAfmBs58KQgkW5fEbKC2xqmwTzbxNj7tmmt-lPfEzbMPPnrYblwQzM3BOoCsnImkV1UjXYPKQ7qtGhydwg4dr-shhiiuYLLi&refId=JOD7%2Bx8rDyBzz%2BJtqmk03Q%3D%3D&trackingId=4X2qqg68CC0guFZLoVA%2BSQ%3D%3D&trk=flagship3_search_srp_jobs
Applied AI Data Scientist (CEO Office),TheSoul Group,DACH (Remote),$80/hr - $90/hr,hourly,65,25,Russian language fluency (critical requirement) | Kaggle Master+/ICPC/IOI/Codeforces IM+ credentials | SQL production experience | LLM/AI agents experience | Content/media analytics experience | Business strategy communication to C-level | CTR/retention/engagement metrics experience,"Should not apply due to missing the hard requirement of Russian language fluency, which is non-negotiable for this role.",https://www.linkedin.com/jobs/view/4378844915/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=3JDSWDmO8wq8FadqIOUy8g%3D%3D&trackingId=ZPodcuPJdRlJK7OCuwqeuw%3D%3D&trk=flagship3_search_srp_jobs
Senior Data Scientist,Proxify,EMEA (Remote),$80/hr - $90/hr,hourly,65,45,"SAS or R programming | Business Intelligence tools (Qlik/Tableau/Power BI) | Big Data technologies (Hadoop, Spark, Hive) | Stakeholder management skills | PowerPoint and presentation skills | Business-focused data science experience",Apply selectively - your technical skills are strong but this role emphasizes business data science skills you haven't demonstrated.,https://www.linkedin.com/jobs/view/4295694623/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=2W2oS5QbQB3qQZF5wRnaRg%3D%3D&trackingId=N6aKtGvjYzCBaJsW95SU1Q%3D%3D&trk=flagship3_search_srp_jobs
Data Scientist (Python & SQL) - Freelance AI Trainer,Mindrift,Austria (Remote),"On this project, contributors can earn up to $58 per hour equivalent, depending on their level and pace of contribution.",hourly,65,75,"Expert-level SQL (only mentions LeetCode SQL 50) | GenAI technologies (LLMs, RAG, prompt engineering, vector databases) | MLOps deployment experience beyond basic Docker/FastAPI | Business-focused data science problems across multiple industries | 5+ years requirement (has 4+ years) | Statsmodels, Matplotlib, Seaborn libraries","Apply - your strong Python/ML foundation and Austria location are excellent matches, though emphasize any business applications of your technical skills.",https://www.linkedin.com/jobs/view/4393505786/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=uMAArkmjU88nIRUSpPxcgw%3D%3D&trackingId=LfSb5oLLjY%2F8On1ekn3hhw%3D%3D&trk=flagship3_search_srp_jobs
"PhD Machine Learning/AI Researcher/Engineer : NeurIPS, ICML, ICLR, JMLR : start-up Hedge Fund",Hunter Bond,European Economic Area (Remote),Base salary $170-250k plus huge bonus (circa $100k) and equity on offer. Apply now!,hourly,45,25,"Publications in top-tier ML venues (NeurIPS, ICML, ICLR, JMLR) | Transformer architectures experience | Large-scale generative AI systems | Financial/quantitative domain knowledge | PhD in ML/AI (has aerospace engineering background) | Experience with modern LLMs and generative models | State-of-the-art model scaling",Apply as a stretch opportunity but temper expectations - your solid ML foundation is relevant but you lack the elite publications and generative AI expertise they're specifically seeking.,https://www.linkedin.com/jobs/view/4395871659/?eBP=CwEAAAGdU_Kqo4n1R1oaJY2CV7oriaCljbZ0nsstmIhWPP-AOpeRsNeYwbCRwNC6ueeQeyocEWVjOuc_6pbvNU62kpKkNODrr6fQqVM-op157O0R7BF0KVN3Sw4Ex_1WFE0-hnq_DRIPiGaS7qHfmu5QkzoMwTzQ_dRSHZV9ds2sHtZ51BhvVmj-HmjB4kdDiIT4owIqN7Z6pzN7Qld5WUbZW6FHOBjKXDN71bJGA31DpdVQFJecBWJ0SPmI3LLW7gr2n-S-CgPjIQAv1pdlMlg1XeO2qPx12egy-yIqY6PCjnRrwUHWGmd_TW27FivIGpq0yHOXgudr6Tj7nQb-SyBbZH_7LLUpKv1D4qt86fu5cqkEGtEvT1kgDisAqZwfvVw_hk-pYi_wMOckMDagdd_omv4EoMOnkq2boy6WSdwSjIrIzDtAGlMQhdlDhCr7n1BzBHI2NeGjbMgKufN1sS7jusXxm4Ax0rjIIpwqT6z1Og&refId=vS1PDguKwI4C5fFrvaP%2FEw%3D%3D&trackingId=%2F6q6nILrrygHQVuDx70D2w%3D%3D&trk=flagship3_search_srp_jobs
Python Developer | Remote,Crossing Hurdles,Austria (Remote),$70/hr - $120/hr,hourly,45,25,"JavaScript, Java, or C++ experience | Code review and pull request experience | Chat-style developer prompt creation | Software engineering workflows beyond ML | Educational content development for software engineering","Apply cautiously - while you have strong Python skills and technical writing ability, your ML research background doesn't align well with the software engineering code QA focus this role requires.",https://www.linkedin.com/jobs/view/4382857147/?eBP=CwEAAAGdU_NKtBGS25XWxzOGp_441SwejL3nP3FC1dELMzRN-VLGKE3M_EtAPbM4vhkpdGrmdzpshGoje9s-xavBqZhGdu27FTHLiRuTELYX2khRfzCaJT2IaEnRriDLNGw3R41kZdWMxdyVXBTjLQvxnn4pP7r-wBW0kzqZHxqDIBkku2JrPdoV9xZtqS336ro7n9bQ-h8kj7O3nnTIQi2bMzwZLq4tL6Z19ymuuntxaZJkxQQAOefQDDesPR2SWtOHFWhHhUjFG9pdNgvUaIU5Ohhh5JFecN4WfzI_JP8UsDiqqBvyf5J_XK5FJDHTbPLr8UPF0UOvMuEKzw0MhXrkwbkE5KArZjY22pAW2d4jgPIEQ0Zd_2GWS54RYs-l0b5ia4OWdNpE2Uzu-OmzooPORaL6uGCOlUOaf2sMifyEOS8Yw6NBgh5XsGDysyvkvy8BfOoeQX26N1IC1vcVy8HB3UyH9i449SVdVntNiGMhAwA7&refId=hcgJroqeW4FcQtTBhln28w%3D%3D&trackingId=2ugUCzgVr4QeMrCcMW%2FeLA%3D%3D&trk=flagship3_search_srp_jobs
Data Engineer,Solvex Solutions,European Union (Remote),€55/hr - €99/hr,hourly,45,25,"Power BI development | DAX and Power Query | Snowflake or cloud data warehouses | Data modeling (star schemas, semantic layers) | HR/People domain experience | Business intelligence/reporting focus",Should not apply - this is a BI-focused data engineering role requiring Power BI expertise and business reporting experience that doesn't align with their research ML background.,https://www.linkedin.com/jobs/view/4396453349/?eBP=CwEAAAGdU_NKtGHwU1vLFBCsqvbWQcdwA_6O7EAc5oOQ-gqgdHtlZnvWZKTU4a52VzUUPn5vUgMM2cKFNjDo7fePGYB2KPFoHe2uuwyr8tr1hytdA184MeXArIOpN1uAuErGbNyowINFXZlzLcKTICSeT_KNBBFk66jvqux_RTdlUGwvezBv0o4hH0oSZLnGEVUVOnuo9W2iS9MXPZy56j1t6jbbemcytWIOtU0iT2lMJGPrMJyWe8Z4eDSA5rzGBcwUynYcXA5vD6qLfiau9qY1oEw4jLf5yp3a8p72BUCwoWpmuc1NazL7ZT17AMOcBPdF0KlO4npwcd92QpUCSt_F4zOPxlyMgNsezRUBxHfctUWc1oSlzS92RJ3-lrSSmh_wm7Z5VdfXKscfjXBt9i8YvMt7RLSfzjE39cyKA-fPqw16cBj7x4pZxuUy__4heK3g2ek-apQW_zeOktkGMJ-P99AwMrBIRNWP&refId=hcgJroqeW4FcQtTBhln28w%3D%3D&trackingId=TM%2FhhaEmjBHKb48Z11RV4A%3D%3D&trk=flagship3_search_srp_jobs
Software Engineer | Remote,Crossing Hurdles,Austria (Remote),$70/hr - $120/hr,hourly,45,25,Code review experience | Pull request evaluation | Debugging production systems | JavaScript/Java/C++ proficiency | Software engineering workflows | QA/testing methodologies | Educational content development,"Apply cautiously - while you have strong Python and technical writing skills, your research background doesn't align well with the software engineering QA focus this role requires.",https://www.linkedin.com/jobs/view/4382859007/?eBP=CwEAAAGdU_-VEwi5qHnH2Wku-cRO03z6U1ovXtEgS8TzTVPtw_AkCxzy--g9hYyA3ceU5X9Znr6BDTAAh0GfANtnS54YpLmfYbVD_eav57rPxs7SLsBogC105zSNL1VHrX0-AVtRz0CVmH0xSV9XF6sxgjtDkK3xKL7jKiep4Oax8TQPLnrxbmKdF3CxwP-hijqT9pAegji2hcPKtOxy24rO6mMqw44Bef_-WyyPNsbtIhCPZ3nDpjr1uXXukRPlOlaHUCJKKYYpnZuWLBHIWdlqSun31uVa30BY-GVA6vKb4dj9Vx6_tkJMbqSsgzQKNBJc9QJb16wE5HwZ-Wfh4TWGkZOO-kLETnZaqOyOGeomueqrLYY_ES666zMWaXpK7Z-Q94mmo5_BH6wqmi_b4Prim689pw6xQdmPDblQAQLxAWU3xkAj-5-pttNf0WGSMXGzcXlkYZ1KSUTnJ2NbqI6GYXdUmtDWbBD5M9GD6VVkBjxG9h4VbXta&refId=T1dnnucPYz3uJ8f3OJIdCA%3D%3D&trackingId=LEZGq4gGQqRQTx64oyu80g%3D%3D&trk=flagship3_search_srp_jobs
Forward Deployed Engineer - Relocation to Dubai 🇦🇪,UMATR,European Union (Remote),€55/hr - €99/hr,hourly,35,15,"5+ years production backend/distributed systems experience | Enterprise system integrations (CRMs, ticketing, telephony) | LLM-based production systems | Customer-facing role experience | Multi-step AI agent development | Tool calling and orchestration frameworks | Enterprise authentication systems | Arabic language skills",Should not apply - significant experience gap in enterprise systems integration and customer-facing roles that this Forward Deployed Engineer position specifically requires.,https://www.linkedin.com/jobs/view/4395016771/?eBP=CwEAAAGdU_RJZs4ewZU5-fAxmv9yfUGj66Ub5kRCwj3oGa3oaS8gETObN5A1LtFQK62AdrBIW8ouPiWoxdPnguMXHj-lYUAqDqXOWgY6yvP4m5U3-HFolYH5yordQ7Y4fFbkWQoIw0kQg2KnIVevexfwQJhJMI-TCE4U4pCQWlGkiHf5t46vbLjMHReq78zQUo5FCPGGLNCXXPmFOpVNg9YzUQ-xmmaRReTmRaOeuIRbkdqo4sp7Sybjf5Cs3GAgcwY_XLEF-2OcWCNdwQc3m9tgNqk4_OWz5hry065IHWBo-aF9JeC9CcoI2_uWGdGl7mtE60G1qYiDLsdNqgmEEJvHxEp469bgrb13tMbRoKO0zRLTexA8d5AyJpyjuvR7Vq7N5FVd90bmexeUSzCNulprgmGZrRvstgPdY3sb4stqU995m1nJ2NiTQRAJu0miRmg5vwByrEMAf8ofRPkFa1gI7k50J4t3wGPUYOKIsci4T-vYJxMI4t278VZrd1I1XA&refId=HGJ8MFn5eLlVoxUKQrqIOw%3D%3D&trackingId=EtnUWQ4FPJg%2BMr5h93%2FqWg%3D%3D&trk=flagship3_search_srp_jobs
Senior/Lead Data Engineer (AI & PySpark),Empiric,European Union (Remote),€55/hr - €99/hr,hourly,35,15,"PySpark hands-on experience | Big data technologies (Spark, Hadoop) | Cloud platforms (AWS/Azure/GCP) | Financial Services/Insurance domain | Enterprise data engineering | ETL/ELT processes | Data modeling | Senior-level data engineering role","Should not apply - this is a data engineering role requiring PySpark/big data expertise in financial services, while candidate's strength is research ML engineering in neuroscience.",https://www.linkedin.com/jobs/view/4393905151/?eBP=BUDGET_EXHAUSTED_JOB&refId=KymKD3o9wYi%2FW91PRTCeJQ%3D%3D&trackingId=rAnqgFX%2F4XW2Nm9JxGrKqA%3D%3D&trk=flagship3_search_srp_jobs
Data Scientist,Remobi,European Union (Remote),$80/hr - $90/hr,hourly,35,15,2+ years AWS SageMaker experience | 2+ years Bedrock experience | Industrial inspection domain knowledge | Video and ultrasonic scan processing | AWS cloud infrastructure | Production model monitoring systems,Do not apply - the hard AWS requirements (2+ years SageMaker/Bedrock) are completely missing and would likely result in automatic rejection.,https://www.linkedin.com/jobs/view/4396448949/?eBP=BUDGET_EXHAUSTED_JOB&refId=VnNZ%2FdnegQ6VKdFN7PCg0w%3D%3D&trackingId=FwVGadC%2Frl6uIlGy9P5qEw%3D%3D&trk=flagship3_search_srp_jobs
Applied AI Data Scientist (CEO Office),TheSoul Group,EMEA (Remote),$80/hr - $90/hr,hourly,35,15,Russian language fluency | Top-tier competitive coding credentials (Kaggle Master+/ICPC/IOI/Codeforces IM+) | Production Data Science experience | SQL proficiency for analytics | Content/media analytics experience | Business analytics and KPI optimization | LLM/AI agents deployment | Direct business stakeholder communication,Should not apply - the Russian language requirement and competitive coding credentials appear to be non-negotiable filters that would likely result in automatic rejection.,https://www.linkedin.com/jobs/view/4378843834/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=lsGwFFmDjcc8h9EilnO9Dg%3D%3D&trackingId=y6OL7eF7ocTLGOEQiJuMVg%3D%3D&trk=flagship3_search_srp_jobs
KI _TL (m/w/d),HKCM,DACH (Remote),$80/hr - $90/hr,hourly,35,15,Team leadership experience | People management | German language proficiency | MLOps 3+ years experience | Cloud platforms (AWS/GCP) | CI/CD for ML | Feature Stores | Model Registry | Business stakeholder management | KI strategy development | Interdisciplinary team coaching,"Do not apply - this is a senior management role requiring team leadership and German market experience, while you're positioned as an individual contributor researcher.",https://www.linkedin.com/jobs/view/4391869162/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=D9ea14y0HwwPhTKm9nWSwA%3D%3D&trackingId=7mc%2F%2B5quxRgyPZ6oEUTzuQ%3D%3D&trk=flagship3_search_srp_jobs
Forward Deployed Engineer,HappyRobot,"Vienna, Vienna, Austria (Remote)",$70/hr - $120/hr,hourly,35,15,React | TypeScript | Node.js | Full-stack development experience | Customer-facing engineering | Third-party system integrations | LLM prompting and tuning | Voice stack/transcriber experience | Enterprise software experience | Project management under tight deadlines,Should not apply now - the role requires full-stack engineering skills and customer-facing experience that this research-focused candidate currently lacks.,https://www.linkedin.com/jobs/view/4372468807/?eBP=CwEAAAGdVABRnkhaWUmoKIXNdZi8i6PsbHtNa4xOMzA8WNepxTcqOSsGeNiWWtgmotVC0jPoh8-4IWom32tXVhZbCiR3LrhVu4zd_LFn9DaF43u1h19INvaf-fFLrmNghmiDEk8RgI_M4n9yYq7S08AFMqXMYg3Q2TbnP7ooExM4YdZZ6LWDryECpc28UbR-PIKVRO6mkRE5YZCtTXya7vMX_AwtgoxpAAoVZl6b2igVcIWGtaGWkYCAOoznY88MPnyPvcXTIB-LYsVlg2tX9QcSCpSmwERWLGDkP7Ze1N7qFkCdHwqSvm5XdbK0MmhHfaGrZ6fSiIiRvEVH9c5cSJMYx9Hfu16QBHoGGAEJvUd2CHK_X6HUGSU7QNaDCZAJVALkkE6y40pONFTK6YZhzHczdCNgkzQpHyrXSf3SsKwSh0kVLBEniqK3_gVLkX5PaX0bG-fzF6pCiEl5GgAHbcXq9jke9GNkXb9g-5vNFZjmh_fa&refId=hdo7mAezZL5vt%2Bnti8R5pA%3D%3D&trackingId=QA%2BkMgctK2nyhfdvO0W8iA%3D%3D&trk=flagship3_search_srp_jobs
"Staff Software Engineer, Product Engineering, EU",Ashby,European Union (Remote),€55/hr - €99/hr,hourly,25,15,Full-stack web development | Frontend development | SQL database design and optimization | Product management experience | UI/UX design | Customer-facing product development | SaaS/enterprise software experience | Talent acquisition domain knowledge | Responsive web application development,Should not apply - this is a mismatch between a research ML engineer and a full-stack product engineering role requiring extensive frontend/product skills.,https://www.linkedin.com/jobs/view/4323446610/?eBP=CwEAAAGdU_MDFKPLRO3-BNlt8oLk4G_sqx7sOAOwluENqb6ovGNnL2dfwgqnWJNyOI0hub_UprrzRnWo7Piply4Nnquaqgxz7R_DqilJ0vgKovRH1Go_XTwH_qdtFGqixTpl-KYW5otyLEdyRyjZj6r41sY_U8MG3izxEbSp_IodL747NE37lOUiEAlLgDUupjGqjxGaeZ8m84uJ2ZUx1JKHh50onsEzlaF2_2VQ55VtaHeIUoyBuKuJfKzeaUIJZfnHC_dqif803OsHai1hLuSWmfkFJkmEjYvGcArVC8hSKV1_6wlbsDxFCDSCi2iKACnIIUmveJf_zR5BBz9qzCeT8K2RlTVb4M1aHhKDJvHskHpN3k37b08Lq_akgu9bejSzoacuzC_Mf2DkLM57jd6asg1VsT51zzG8rUiIDV2iog8B9Xza9ozH5w8wrtHakdPM5tTh9MHZD__28pPMXg&refId=lG5A2iKhnvhuL%2FhB8XOHvA%3D%3D&trackingId=oWiknhB6YY59wG9rp5Rg0A%3D%3D&trk=flagship3_search_srp_jobs
AI Systems Builder (LLMs for Game Development),NAPHORA GAMES GROUP,EMEA (Remote),$80/hr - $90/hr,hourly,25,15,"LLM experience (GPT, Claude, etc.) | Prompt engineering and optimization | Game development pipeline knowledge | Multi-model LLM orchestration | Game design mechanics understanding | Marketing/UA AI applications | Production tooling (Jira, GDDs) | Real-world AI productivity tools deployment","Should not apply - this role requires deep LLM and game development expertise that the candidate completely lacks, despite strong general ML skills.",https://www.linkedin.com/jobs/view/4391655101/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=lG5A2iKhnvhuL%2FhB8XOHvA%3D%3D&trackingId=0LrMbwAYyp9R3NVQO8U8gA%3D%3D&trk=flagship3_search_srp_jobs
Freelance AI Evaluation Engineer (Python/Full-Stack),Mindrift,Austria (Remote),"On this project, contributors can earn up to $50 per hour equivalent, depending on their level and pace of contribution.",hourly,25,15,5+ years software development experience | Full-stack development with React | Backend systems development | pytest framework | async/await Python patterns | subprocess operations | Functional and integration testing experience | Computer Science/Software Engineering degree,Should not apply - the 5+ years software development requirement and full-stack React/backend focus make this a poor match for a research-oriented ML engineer.,https://www.linkedin.com/jobs/view/4392345194/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=hcgJroqeW4FcQtTBhln28w%3D%3D&trackingId=%2Fo0qArXsS%2FSq4jGTerFauw%3D%3D&trk=flagship3_search_srp_jobs
C/C++ Developer | Remote,Crossing Hurdles,European Union (Remote),$150/hr - $150/hr,hourly,25,15,C/C++ expertise | JavaScript/ReactJS | Java | Rust | Go | Full-stack application development | Top-tier product company experience | Production-grade enterprise software development | Multi-language codebase evaluation,Should not apply - this role requires C/C++ expertise and full-stack product development experience that this ML research-focused candidate clearly lacks.,https://www.linkedin.com/jobs/view/4369831959/?eBP=CwEAAAGdU_OGjDPIcAq9WBkCj8euAbV5Mfj9U-7B1EETE9jaWPAm4SwJpcBoJicH5K7ABTud_pMkQTv5fnVC3lLsEfHpyHY4-F2IXNwUoriLf-PsgGZvXAymOCopICeFgBH4gQkiw4QADZ4JcAg9DVQdEKiUe79DRkk-bEC9vUz9GfGkBNrCH61rFisdnAA42e1cNcEtLMuuEZFxhCAdrgbFGDSacixjkxH7cGCHN5fJVrGjcTfI2Fij1P2xa4EdmUj9XVbTUamyVQhoSDdSea9yVLwsVISOQV3ADrQCyxnEeJdD_8OZ74uMADIsPDmcMEU4AOCiQWMe8e3CKJ6yHXk7SF-mbEShGJ2p4BnHqGczWTfVLQLQ6b2l6c4RLPrDhpzZ9Qex7bzqhI1EdqxLioYRL40oVUbv-NB8IbE_iBfG3yGW5zv6p0tsViQXe4OGp36gEbkQBpBDDSADJUeEUNuWpMzLNv06SUDsQpAXgo9_J4GXe0HgV23Wpv3xjfH9sCbrf3Q&refId=DM48ZqdnngiwxTT45GFaqA%3D%3D&trackingId=RyPvMAcpN%2BEtDpAEFAcrWQ%3D%3D&trk=flagship3_search_srp_jobs
Senior Software Engineer,Tech Talent Partners,European Economic Area (Remote),$80/hr - $90/hr,hourly,25,15,"3+ years TypeScript experience | Product engineering experience | Frontend development (React, Next.js, Tailwind) | PostgreSQL database experience | Customer-facing product development | Full-stack web development | Production software shipping experience",Do not apply - this is a product engineering role requiring commercial web development skills that this research-focused candidate completely lacks.,https://www.linkedin.com/jobs/view/4396663028/?eBP=CwEAAAGdU_OGjE_PaQ1fJdHsDw7ujsX-qsBU97HVa6BnKksBtOavkLbkOBhqetsDM448QryPCmKeCwSGgk8Ofj2YGX5sbty19ytSFs0aLVhu16WZORFjYe0UljHgCfMEgBbDw6U2uuP3d_v6HL2li6QrzC0tG60R9U39WcgVNz6i3xHn45_YiSKHlu5XIhPirbtO1phyYolhKLYSwqmR7gsEnvr2pR33HKrKFlPV5eAioZNezNM-7Z5te6DaCp49P1rHxkz3JlfVKjs_Zu6MnemWjtGmK7rkMH73Jjjc2356XoTUmeQE_I5Me7UdntTLUpE6fqRthGvKuXGlf1-VCNOWln7NXqGrTOx948pfZ_LRwHVOdOwwV6ryHTC8cvCudkIU_lqM34_ANYxXHpi20n9dyA04qYhaqORtX2BfPppoUiF4tUqhaXhIXPC7IihFanassSq4hBHkILbtSEJlM5LEe7xwlYDuFA&refId=DM48ZqdnngiwxTT45GFaqA%3D%3D&trackingId=eTLrQQEyqYF0fcOrhBq0QA%3D%3D&trk=flagship3_search_srp_jobs
Mechanical Engineer & Python Expert - Freelance AI Trainer,Mindrift,Austria (Remote),"On this project, contributors can earn up to $50 per hour equivalent, depending on their level and pace of contribution.",hourly,25,15,Mechanical Engineering degree (has Aerospace) | Engineering calculations and simulations experience | System design and optimization background | Understanding of practical engineering constraints | Experience creating computational engineering problems,"Apply cautiously - the location match and Python skills are strong, but the mechanical engineering domain gap is significant for this specialized role.",https://www.linkedin.com/jobs/view/4392347706/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=DM48ZqdnngiwxTT45GFaqA%3D%3D&trackingId=R5Dj45gqQWDAa%2F%2BnvNE1EQ%3D%3D&trk=flagship3_search_srp_jobs
Electrical Engineer & Python Expert - Freelance AI Trainer,Mindrift,Austria (Remote),"On this project, contributors can earn up to $50 per hour equivalent, depending on their level and pace of contribution.",hourly,25,15,Degree in Electrical Engineering | Electrical engineering domain knowledge | Engineering calculations and simulations experience | System design and optimization background | Understanding of practical engineering constraints,"Don't apply - this role specifically requires electrical engineering domain expertise to create authentic engineering problems, which your neuroscience/ML background doesn't provide.",https://www.linkedin.com/jobs/view/4392363022/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=U3n1YjxCdjqWpAmnwUn%2FXA%3D%3D&trackingId=LHCX0%2B4T0WQLRLdEDmn24Q%3D%3D&trk=flagship3_search_srp_jobs
